guide	gene	DMSO_D12	DMSO_D6	D0_D0	Resveratrol_D12
chr11:117038233-117038252_PAFAH1B2_+	PAFAH1B2	275	430	548	600
chr11:117038235-117038254_PAFAH1B2_+	PAFAH1B2	770	1281	412	469
chr19:42806403-42806422_PAFAH1B3_-	PAFAH1B3	3101	2654	1043	3258
chr19:42804325-42804344_PAFAH1B3_-	PAFAH1B3	1241	947	926	1713
chr19:42804213-42804232_PAFAH1B3_-	PAFAH1B3	821	953	451	1560
chr19:42801231-42801250_PAFAH1B3_+	PAFAH1B3	751	993	887	1010
chr1:26315942-26315961_PAFAH2_-	PAFAH2	2018	1650	1181	1327
chr1:26314720-26314739_PAFAH2_+	PAFAH2	2763	2212	735	1856
chr1:26310983-26311002_PAFAH2_+	PAFAH2	2347	3172	1454	3103
chr1:26310420-26310439_PAFAH2_+	PAFAH2	1612	1367	977	1781
chr8:81903740-81903759_PAG1_-	PAG1	912	1034	703	450
chr8:81903742-81903761_PAG1_-	PAG1	1031	1381	1053	776
chr8:81897319-81897338_PAG1_-	PAG1	1284	1283	747	1481
chr8:81888998-81889017_PAG1_+	PAG1	1232	1134	796	1315
chrX:49458746-49458765_PAGE1_+	PAGE1	1617	1843	1022	675
chrX:49455838-49455857_PAGE1_+	PAGE1	3581	2689	1748	1656
chrX:49455898-49455917_PAGE1_-	PAGE1	538	1026	870	560
chrX:49454132-49454151_PAGE1_-	PAGE1	647	645	475	462
chrX:55290266-55290285_PAGE3_-	PAGE3	419	679	777	1974
chrX:55289686-55289705_PAGE3_-	PAGE3	615	983	913	771
chrX:55289789-55289808_PAGE3_-	PAGE3	1119	1485	1026	697
chrX:55287045-55287064_PAGE3_-	PAGE3	770	732	1051	404
chrX:49595041-49595060_PAGE4_+	PAGE4	919	966	1021	1610
chrX:49595073-49595092_PAGE4_+	PAGE4	2581	1877	1167	977
chrX:49595666-49595685_PAGE4_+	PAGE4	610	1032	843	813
chrX:49597172-49597191_PAGE4_+	PAGE4	2660	1472	678	2823
chrX:55247039-55247058_PAGE5_+	PAGE5	2124	1309	444	1817
chrX:55247045-55247064_PAGE5_-	PAGE5	3511	2140	1796	1583
chrX:55247055-55247074_PAGE5_+	PAGE5	769	1050	682	634
chrX:55247056-55247075_PAGE5_+	PAGE5	476	492	250	326
chr16:29827870-29827889_PAGR1_+	PAGR1	1218	1563	1053	1557
chr16:29827937-29827956_PAGR1_+	PAGR1	398	538	1109	1109
chr16:29828525-29828544_PAGR1_+	PAGR1	1543	1921	1315	4370
chr16:29830883-29830902_PAGR1_+	PAGR1	367	367	308	319
chr12:103271224-103271243_PAH_+	PAH	1612	1500	1105	999
chr12:103260357-103260376_PAH_+	PAH	3065	1731	654	3154
chr12:103249091-103249110_PAH_-	PAH	1457	1176	994	548
chr12:103246637-103246656_PAH_+	PAH	1239	1704	1249	871
chr4:57302472-57302491_PAICS_+	PAICS	1390	964	755	1985
chr4:57302473-57302492_PAICS_+	PAICS	1510	1491	1647	1926
chr4:57314737-57314756_PAICS_-	PAICS	380	462	582	210
chr4:57318149-57318168_PAICS_-	PAICS	956	780	212	139
chr5:43556941-43556960_PAIP1_-	PAIP1	824	1015	754	701
chr5:43555999-43556018_PAIP1_+	PAIP1	722	1148	786	171
chr5:43556030-43556049_PAIP1_-	PAIP1	107	428	762	48
chr5:43543158-43543177_PAIP1_+	PAIP1	218	504	738	675
chr2:71429584-71429603_PAIP2B_-	PAIP2B	236	321	319	335
chr2:71417000-71417019_PAIP2B_-	PAIP2B	438	406	866	764
chr2:71417023-71417042_PAIP2B_+	PAIP2B	2590	1751	1452	716
chr2:71415638-71415657_PAIP2B_-	PAIP2B	1131	1158	804	377
chr5:138699486-138699505_PAIP2_-	PAIP2	1992	1951	618	2797
chr5:138700294-138700313_PAIP2_+	PAIP2	442	882	736	837
chr5:138700343-138700362_PAIP2_-	PAIP2	324	482	336	203
chr5:138704445-138704464_PAIP2_+	PAIP2	417	838	993	831
chr6:10702812-10702831_PAK1IP1_-	PAK1IP1	62	312	1171	339
chr6:10703636-10703655_PAK1IP1_+	PAK1IP1	413	896	1370	504
chr6:10704976-10704995_PAK1IP1_+	PAK1IP1	62	82	630	38
chr6:10705051-10705070_PAK1IP1_-	PAK1IP1	274	792	341	440
chr11:77103459-77103478_PAK1_-	PAK1	208	632	891	579
chr11:77090343-77090362_PAK1_+	PAK1	510	716	760	355
chr11:77069959-77069978_PAK1_+	PAK1	173	466	206	581
chr11:77064583-77064602_PAK1_-	PAK1	2570	1560	956	666
chr3:196509563-196509582_PAK2_-	PAK2	2069	1560	1133	759
chr3:196530032-196530051_PAK2_-	PAK2	489	894	601	1141
chr3:196541349-196541368_PAK2_+	PAK2	948	1295	1358	328
chr3:196547272-196547291_PAK2_-	PAK2	1563	1399	989	482
chrX:110366374-110366393_PAK3_-	PAK3	1554	1237	1287	712
chrX:110389772-110389791_PAK3_+	PAK3	1254	853	1121	581
chrX:110390960-110390979_PAK3_+	PAK3	846	1197	692	1460
chrX:110439709-110439728_PAK3_+	PAK3	1240	1125	809	1073
chr19:39660318-39660337_PAK4_+	PAK4	1024	900	742	737
chr19:39663987-39664006_PAK4_+	PAK4	832	1011	768	3477
chr19:39664547-39664566_PAK4_-	PAK4	178	222	208	7
chr19:39665952-39665971_PAK4_+	PAK4	0	0	0	0
chr15:40557144-40557163_PAK6_-	PAK6	1816	1737	1306	5853
chr15:40558296-40558315_PAK6_+	PAK6	619	907	946	2766
chr15:40564819-40564838_PAK6_-	PAK6	724	717	430	421
chr15:40565081-40565100_PAK6_+	PAK6	710	994	650	102
chr20:9624849-9624868_PAK7_+	PAK5	1802	2146	1402	1827
chr20:9560775-9560794_PAK7_+	PAK5	410	403	553	1047
chr20:9546973-9546992_PAK7_+	PAK5	266	633	617	474
chr20:9538299-9538318_PAK7_-	PAK5	357	595	516	476
chr16:23646607-23646626_PALB2_-	PALB2	9	42	73	66
chr16:23640949-23640968_PALB2_+	PALB2	852	1164	513	770
chr16:23637559-23637578_PALB2_-	PALB2	434	852	510	224
chr16:23634344-23634363_PALB2_-	PALB2	1120	1109	446	2690
chr10:72285759-72285778_PALD1_+	PALD1	2018	1361	314	1234
chr10:72289791-72289810_PALD1_+	PALD1	335	373	221	291
chr10:72291090-72291109_PALD1_-	PALD1	159	370	516	158
chr10:72292469-72292488_PALD1_-	PALD1	1004	1123	1330	1082
chr4:169432880-169432899_PALLD_-	PALLD	1195	716	835	1044
chr4:169589462-169589481_PALLD_+	PALLD	574	725	597	648
chr4:169604217-169604236_PALLD_-	PALLD	939	1294	855	452
chr4:169630178-169630197_PALLD_-	PALLD	1608	2068	1316	638
chr9:112778241-112778260_PALM2-AKAP2_+	PALM2AKAP2	1208	652	798	829
chr9:112778245-112778264_PALM2-AKAP2_+	PALM2AKAP2	128	458	956	308
chr9:112778278-112778297_PALM2-AKAP2_+	PALM2AKAP2	850	819	1136	1588
chr9:112924391-112924410_PALM2-AKAP2_+	PALM2AKAP2	1557	1734	670	857
chr9:112704958-112704977_PALM2_+	PALM2	1358	1657	1636	383
chr9:112705169-112705188_PALM2_+	PALM2	1521	1327	387	2053
chr9:112705190-112705209_PALM2_+	PALM2	837	1111	848	468
chr9:112705519-112705538_PALM2_+	PALM2	975	823	526	668
chr19:14169951-14169970_PALM3_+	PALM3	1015	1092	851	568
chr19:14168235-14168254_PALM3_-	PALM3	1624	897	472	445
chr19:14165175-14165194_PALM3_-	PALM3	680	850	974	1328
chr19:14165308-14165327_PALM3_-	PALM3	182	791	637	546
chr1:100133208-100133227_PALMD_-	PALMD	1571	2009	1499	1311
chr1:100133210-100133229_PALMD_+	PALMD	104	344	652	67
chr1:100152265-100152284_PALMD_+	PALMD	147	201	845	1650
chr1:100154492-100154511_PALMD_+	PALMD	1501	999	775	1659
chr19:731206-731225_PALM_+	PALM	96	511	501	483
chr19:734173-734192_PALM_+	PALM	351	396	940	477
chr19:736042-736061_PALM_-	PALM	113	324	176	297
chr19:740434-740453_PALM_-	PALM	1910	1401	976	1144
chr11:35513607-35513626_PAMR1_-	PAMR1	359	403	491	1172
chr11:35492289-35492308_PAMR1_-	PAMR1	1055	1174	1043	296
chr11:35463213-35463232_PAMR1_-	PAMR1	778	1540	1551	697
chr11:35457597-35457616_PAMR1_-	PAMR1	2040	1760	979	692
chr5:102201911-102201930_PAM_-	PAM	3	138	979	1601
chr5:102286414-102286433_PAM_+	PAM	655	717	739	609
chr5:102295684-102295703_PAM_+	PAM	956	926	394	747
chr5:102296912-102296931_PAM_+	PAM	1564	2029	1014	2589
chr12:56726703-56726722_PAN2_-	PAN2	2991	1312	411	749
chr12:56722375-56722394_PAN2_+	PAN2	957	846	532	1092
chr12:56722083-56722102_PAN2_-	PAN2	1853	207	293	2719
chr12:56721182-56721201_PAN2_+	PAN2	1312	870	480	556
chr13:28713024-28713043_PAN3_-	PAN3	689	426	356	281
chr13:28750675-28750694_PAN3_+	PAN3	1249	1462	1010	1148
chr13:28771348-28771367_PAN3_+	PAN3	112	350	297	1338
chr13:28794417-28794436_PAN3_-	PAN3	820	880	955	1134
chr10:91371542-91371561_PANK1_-	PANK1	844	616	729	2445
chr10:91353618-91353637_PANK1_-	PANK1	562	967	1262	736
chr10:91353034-91353053_PANK1_-	PANK1	1462	1359	1115	679
chr10:91348459-91348478_PANK1_-	PANK1	88	296	378	382
chr20:3870155-3870174_PANK2_-	PANK2	1568	1517	516	1424
chr20:3888691-3888710_PANK2_+	PANK2	1706	1137	1017	782
chr20:3897586-3897605_PANK2_+	PANK2	422	654	144	875
chr20:3899311-3899330_PANK2_+	PANK2	512	458	508	637
chr5:167995688-167995707_PANK3_-	PANK3	611	1039	1084	651
chr5:167995996-167996015_PANK3_-	PANK3	949	1333	893	1549
chr5:167993208-167993227_PANK3_+	PANK3	95	352	627	772
chr5:167990961-167990980_PANK3_-	PANK3	738	1272	695	1380
chr1:2457937-2457956_PANK4_+	PANK4	535	504	339	543
chr1:2453186-2453205_PANK4_-	PANK4	1804	2059	595	1359
chr1:2452591-2452610_PANK4_-	PANK4	968	795	792	2212
chr1:2452150-2452169_PANK4_+	PANK4	0	0	34	0
chr11:93862639-93862658_PANX1_-	PANX1	116	625	822	570
chr11:93886765-93886784_PANX1_+	PANX1	2114	2378	954	360
chr11:93911586-93911605_PANX1_-	PANX1	550	854	1041	1900
chr11:93913011-93913030_PANX1_+	PANX1	967	1494	1320	2478
chr22:50609171-50609190_PANX2_-	PANX2	1963	2098	1474	2527
chr22:50609240-50609259_PANX2_+	PANX2	411	476	382	503
chr22:50616514-50616533_PANX2_+	PANX2	609	664	549	161
chr22:50617644-50617663_PANX2_-	PANX2	420	624	623	624
chr11:124481524-124481543_PANX3_-	PANX3	375	934	1172	689
chr11:124482930-124482949_PANX3_-	PANX3	1053	1271	1567	714
chr11:124487253-124487272_PANX3_-	PANX3	1038	1445	1180	939
chr11:124489314-124489333_PANX3_-	PANX3	2602	1934	1503	2254
chr10:135192821-135192840_PAOX_+	PAOX	3064	1875	743	2964
chr10:135193869-135193888_PAOX_-	PAOX	422	470	455	1507
chr10:135195063-135195082_PAOX_+	PAOX	649	859	824	416
chr10:135197713-135197732_PAOX_-	PAOX	489	590	500	16
chr5:78915502-78915521_PAPD4_-	TENT2	887	1643	871	345
chr5:78919279-78919298_PAPD4_+	TENT2	2418	1936	1588	988
chr5:78936977-78936996_PAPD4_-	TENT2	0	125	172	421
chr5:78975428-78975447_PAPD4_+	TENT2	445	956	843	1297
chr16:50186922-50186941_PAPD5_+	TENT4B	326	573	1831	683
chr16:50188139-50188158_PAPD5_+	TENT4B	811	1026	1273	1417
chr16:50245350-50245369_PAPD5_-	TENT4B	1000	814	543	1082
chr16:50250055-50250074_PAPD5_+	TENT4B	1094	1902	1206	1113
chr5:6737719-6737738_PAPD7_+	TENT4A	593	704	569	484
chr5:6739839-6739858_PAPD7_+	TENT4A	2062	2112	2183	1957
chr5:6743859-6743878_PAPD7_+	TENT4A	513	887	824	1358
chr5:6746474-6746493_PAPD7_+	TENT4A	2260	1989	1319	763
chr14:73711364-73711383_PAPLN_+	PAPLN	445	901	988	518
chr14:73712376-73712395_PAPLN_-	PAPLN	567	496	697	840
chr14:73718221-73718240_PAPLN_-	PAPLN	652	614	735	1096
chr14:73718749-73718768_PAPLN_-	PAPLN	126	229	159	140
chr19:39576004-39576023_PAPL_-	ACP7	1747	1579	1343	1858
chr19:39589240-39589259_PAPL_-	ACP7	176	223	386	543
chr19:39589634-39589653_PAPL_-	ACP7	157	54	237	208
chr19:39590919-39590938_PAPL_+	ACP7	1166	1496	1354	804
chr14:96986475-96986494_PAPOLA_-	PAPOLA	2749	2914	1365	1081
chr14:97010552-97010571_PAPOLA_-	PAPOLA	866	1488	1038	555
chr14:97014150-97014169_PAPOLA_+	PAPOLA	1070	1115	703	1156
chr14:97018934-97018953_PAPOLA_-	PAPOLA	463	788	879	726
chr7:4899744-4899763_PAPOLB_+	PAPOLB	1162	991	1216	250
chr7:4899907-4899926_PAPOLB_-	PAPOLB	547	757	328	1668
chr7:4900563-4900582_PAPOLB_-	PAPOLB	582	517	592	63
chr7:4901349-4901368_PAPOLB_+	PAPOLB	540	330	381	346
chr2:60987409-60987428_PAPOLG_+	PAPOLG	599	1572	1342	1314
chr2:60995665-60995684_PAPOLG_+	PAPOLG	2112	968	605	204
chr2:61006806-61006825_PAPOLG_-	PAPOLG	668	1297	902	1778
chr2:61019276-61019295_PAPOLG_+	PAPOLG	422	869	843	493
chr1:176526325-176526344_PAPPA2_+	PAPPA2	212	331	610	26
chr1:176564306-176564325_PAPPA2_+	PAPPA2	905	855	617	543
chr1:176640224-176640243_PAPPA2_-	PAPPA2	2318	2206	1366	2980
chr1:176659494-176659513_PAPPA2_+	PAPPA2	1574	1544	1432	788
chr9:118916728-118916747_PAPPA_-	PAPPA	1323	1070	810	1552
chr9:118950360-118950379_PAPPA_-	PAPPA	994	1028	598	324
chr9:118969833-118969852_PAPPA_+	PAPPA	2695	2172	1049	1047
chr9:118974139-118974158_PAPPA_+	PAPPA	189	336	424	64
chr4:108622343-108622362_PAPSS1_+	PAPSS1	667	921	1027	815
chr4:108615104-108615123_PAPSS1_+	PAPSS1	3912	3447	1419	3790
chr4:108552881-108552900_PAPSS1_-	PAPSS1	1380	1072	1246	667
chr4:108535457-108535476_PAPSS1_+	PAPSS1	538	849	626	221
chr10:89472989-89473008_PAPSS2_-	PAPSS2	1907	1461	1255	581
chr10:89474593-89474612_PAPSS2_-	PAPSS2	331	497	1087	46
chr10:89474801-89474820_PAPSS2_+	PAPSS2	4462	2665	2084	1157
chr10:89487088-89487107_PAPSS2_+	PAPSS2	357	551	611	140
chr4:79860236-79860255_PAQR3_-	PAQR3	223	654	659	188
chr4:79860282-79860301_PAQR3_+	PAQR3	1008	891	542	490
chr4:79860339-79860358_PAQR3_-	PAQR3	12	77	336	0
chr4:79856315-79856334_PAQR3_+	PAQR3	0	0	0	0
chr16:3021186-3021205_PAQR4_+	PAQR4	527	807	594	285
chr16:3021269-3021288_PAQR4_-	PAQR4	1348	1399	1508	1784
chr16:3021748-3021767_PAQR4_-	PAQR4	981	1321	319	756
chr16:3021941-3021960_PAQR4_-	PAQR4	56	195	561	708
chr15:69672264-69672283_PAQR5_-	PAQR5	1560	1187	1136	1702
chr15:69677087-69677106_PAQR5_-	PAQR5	460	888	268	865
chr15:69682071-69682090_PAQR5_-	PAQR5	23	274	486	106
chr15:69689855-69689874_PAQR5_-	PAQR5	2389	2301	1291	1492
chr1:156215979-156215998_PAQR6_+	PAQR6	1392	2077	1028	1091
chr1:156215652-156215671_PAQR6_+	PAQR6	1027	584	453	2177
chr1:156215352-156215371_PAQR6_+	PAQR6	487	566	939	906
chr1:156214971-156214990_PAQR6_+	PAQR6	3300	2179	1937	1540
chr1:26189683-26189702_PAQR7_+	PAQR7	1268	1322	820	3119
chr1:26189712-26189731_PAQR7_-	PAQR7	568	739	831	552
chr1:26189848-26189867_PAQR7_+	PAQR7	569	755	900	277
chr1:26190234-26190253_PAQR7_-	PAQR7	1665	797	655	2148
chr6:52268271-52268290_PAQR8_-	PAQR8	1568	1451	975	945
chr6:52268284-52268303_PAQR8_+	PAQR8	1218	793	518	980
chr6:52268598-52268617_PAQR8_+	PAQR8	885	845	1238	812
chr6:52268674-52268693_PAQR8_+	PAQR8	957	748	711	1294
chr3:142681426-142681445_PAQR9_+	PAQR9	922	969	710	527
chr3:142681507-142681526_PAQR9_+	PAQR9	207	336	269	618
chr3:142681525-142681544_PAQR9_+	PAQR9	422	540	441	521
chr3:142681933-142681952_PAQR9_+	PAQR9	127	260	354	34
chr2:205410771-205410790_PARD3B_+	PARD3B	1894	1839	1165	1008
chr2:205978258-205978277_PARD3B_-	PARD3B	276	461	218	39
chr2:205983646-205983665_PARD3B_+	PARD3B	1428	1098	922	911
chr2:205986457-205986476_PARD3B_+	PARD3B	3542	3236	1344	4049
chr10:35103806-35103825_PARD3_-	PARD3	2508	2451	1840	3176
chr10:34759137-34759156_PARD3_+	PARD3	1398	1519	547	1391
chr10:34739349-34739368_PARD3_-	PARD3	381	1011	1140	1218
chr10:34671521-34671540_PARD3_-	PARD3	691	744	584	350
chr16:67694966-67694985_PARD6A_-	PARD6A	597	505	483	1178
chr16:67695391-67695410_PARD6A_-	PARD6A	849	706	762	4477
chr16:67695453-67695472_PARD6A_-	PARD6A	1805	1245	2126	917
chr16:67695792-67695811_PARD6A_+	PARD6A	614	843	331	945
chr20:49348324-49348343_PARD6B_+	PARD6B	5110	5060	1832	2140
chr20:49348326-49348345_PARD6B_+	PARD6B	676	1121	1060	667
chr20:49354505-49354524_PARD6B_+	PARD6B	349	644	1050	677
chr20:49366259-49366278_PARD6B_-	PARD6B	1147	1002	1433	533
chr18:78005177-78005196_PARD6G_-	PARD6G	750	582	407	186
chr18:78005181-78005200_PARD6G_+	PARD6G	280	359	343	264
chr18:77960601-77960620_PARD6G_+	PARD6G	619	897	1110	1221
chr18:77917698-77917717_PARD6G_+	PARD6G	712	1100	743	979
chr6:162864481-162864500_PARK2_-	PRKN	1192	1332	708	456
chr6:162622165-162622184_PARK2_-	PRKN	629	640	452	266
chr6:162475116-162475135_PARK2_+	PRKN	1632	1249	887	999
chr6:162206813-162206832_PARK2_+	PRKN	3062	2092	1201	3654
chr1:8025437-8025456_PARK7_-	PARK7	1256	1077	704	203
chr1:8029401-8029420_PARK7_+	PARK7	916	883	1589	849
chr1:8029414-8029433_PARK7_+	PARK7	925	979	700	606
chr1:8044993-8045012_PARK7_+	PARK7	449	622	274	149
chr3:183585773-183585792_PARL_-	PARL	707	1111	936	758
chr3:183580554-183580573_PARL_-	PARL	611	1119	969	1140
chr3:183560088-183560107_PARL_-	PARL	1002	1116	1490	578
chr3:183551560-183551579_PARL_-	PARL	515	1043	681	1724
chr4:75858539-75858558_PARM1_-	PARM1	1580	1251	683	353
chr4:75938278-75938297_PARM1_+	PARM1	897	1145	327	722
chr4:75959109-75959128_PARM1_+	PARM1	495	1071	1159	1738
chr4:75971439-75971458_PARM1_-	PARM1	698	669	1066	856
chr16:14723490-14723509_PARN_-	PARN	1347	1680	995	2370
chr16:14711479-14711498_PARN_-	PARN	777	768	537	1014
chr16:14693798-14693817_PARN_-	PARN	322	950	821	554
chr16:14687147-14687166_PARN_+	PARN	471	889	903	830
chr8:145060289-145060308_PARP10_-	PARP10	2776	1672	804	1116
chr8:145059997-145060016_PARP10_+	PARP10	830	1101	452	249
chr8:145059594-145059613_PARP10_+	PARP10	962	1078	744	425
chr8:145059213-145059232_PARP10_+	PARP10	753	859	911	588
chr12:3939104-3939123_PARP11_-	PARP11	0	0	0	0
chr12:3935356-3935375_PARP11_+	PARP11	1377	1071	343	1133
chr12:3935375-3935394_PARP11_-	PARP11	259	528	415	657
chr12:3921505-3921524_PARP11_-	PARP11	2109	928	604	641
chr7:139762497-139762516_PARP12_-	PARP12	59	222	534	1067
chr7:139756899-139756918_PARP12_+	PARP12	80	452	625	615
chr7:139741525-139741544_PARP12_+	PARP12	272	266	596	2818
chr7:139737543-139737562_PARP12_+	PARP12	318	358	928	717
chr3:122399892-122399911_PARP14_+	PARP14	282	511	596	1117
chr3:122411179-122411198_PARP14_-	PARP14	958	1078	512	165
chr3:122414346-122414365_PARP14_+	PARP14	1182	1340	1370	341
chr3:122419764-122419783_PARP14_-	PARP14	503	794	787	184
chr3:122329362-122329381_PARP15_+	PARP15	248	219	1149	709
chr3:122334683-122334702_PARP15_+	PARP15	2431	1935	1693	2436
chr3:122340450-122340469_PARP15_-	PARP15	1867	1604	753	1706
chr3:122353951-122353970_PARP15_+	PARP15	435	958	626	839
chr15:65578600-65578619_PARP16_+	PARP16	2201	1634	1386	1809
chr15:65563361-65563380_PARP16_-	PARP16	1378	1280	811	1114
chr15:65558899-65558918_PARP16_-	PARP16	545	955	418	647
chr15:65555490-65555509_PARP16_-	PARP16	2283	1973	747	653
chr1:226589926-226589945_PARP1_-	PARP1	407	360	636	159
chr1:226578260-226578279_PARP1_-	PARP1	2007	1648	833	1172
chr1:226574038-226574057_PARP1_-	PARP1	1911	2120	1528	1602
chr1:226573225-226573244_PARP1_-	PARP1	1720	1157	439	192
chr14:20811785-20811804_PARP2_+	PARP2	1650	1144	1131	2621
chr14:20813225-20813244_PARP2_+	PARP2	104	158	168	231
chr14:20813593-20813612_PARP2_+	PARP2	459	732	623	821
chr14:20818728-20818747_PARP2_+	PARP2	525	873	904	1356
chr3:51977394-51977413_PARP3_-	PARP3	2572	1904	786	1038
chr3:51978546-51978565_PARP3_+	PARP3	391	478	599	798
chr3:51978889-51978908_PARP3_+	PARP3	1316	1014	233	136
chr3:51979042-51979061_PARP3_+	PARP3	219	492	281	154
chr13:25077766-25077785_PARP4_+	PARP4	222	659	711	2016
chr13:25075794-25075813_PARP4_+	PARP4	1444	816	572	972
chr13:25072271-25072290_PARP4_-	PARP4	545	737	710	686
chr13:25067796-25067815_PARP4_-	PARP4	1077	1625	1688	1326
chr15:72559799-72559818_PARP6_+	PARP6	1813	2112	1678	1468
chr15:72559127-72559146_PARP6_-	PARP6	869	1129	1560	2317
chr15:72558222-72558241_PARP6_+	PARP6	1640	1817	1330	1977
chr15:72557464-72557483_PARP6_+	PARP6	865	1258	1564	390
chr5:50057673-50057692_PARP8_+	PARP8	980	1383	1258	1460
chr5:50074387-50074406_PARP8_+	PARP8	1249	1569	1268	1001
chr5:50084356-50084375_PARP8_-	PARP8	1144	1163	589	472
chr5:50090761-50090780_PARP8_+	PARP8	1662	1472	798	2439
chr3:122274147-122274166_PARP9_+	PARP9	341	543	737	474
chr3:122271416-122271435_PARP9_+	PARP9	1085	1004	565	493
chr3:122259453-122259472_PARP9_-	PARP9	697	846	793	800
chr3:122254999-122255018_PARP9_+	PARP9	520	799	811	173
chr12:102517776-102517795_PARPBP_-	PARPBP	1345	1462	1136	2203
chr12:102558269-102558288_PARPBP_+	PARPBP	1522	1465	1066	367
chr12:102559640-102559659_PARPBP_+	PARPBP	1931	1814	525	1073
chr12:102589728-102589747_PARPBP_+	PARPBP	2073	1491	616	1188
chr1:55223640-55223659_PARS2_-	PARS2	161	366	636	878
chr1:55223993-55224012_PARS2_+	PARS2	288	402	603	212
chr1:55224436-55224455_PARS2_-	PARS2	492	1086	1209	930
chr1:55224663-55224682_PARS2_+	PARS2	197	312	135	24
chr11:12399305-12399324_PARVA_+	PARVA	195	423	220	153
chr11:12495338-12495357_PARVA_-	PARVA	61	238	197	0
chr11:12495461-12495480_PARVA_+	PARVA	914	1001	1177	515
chr11:12518101-12518120_PARVA_+	PARVA	1307	1794	897	1418
chr22:44420310-44420329_PARVB_+	PARVB	833	614	600	936
chr22:44528775-44528794_PARVB_+	PARVB	230	841	302	150
chr22:44543753-44543772_PARVB_-	PARVB	997	1290	382	416
chr22:44547410-44547429_PARVB_+	PARVB	114	151	155	0
chr22:44579267-44579286_PARVG_+	PARVG	866	550	534	713
chr22:44583713-44583732_PARVG_+	PARVG	1134	960	1202	556
chr22:44585049-44585068_PARVG_+	PARVG	1243	941	362	778
chr22:44586479-44586498_PARVG_-	PARVG	182	384	616	1166
chrX:150791449-150791468_PASD1_-	PASD1	606	767	704	280
chrX:150828184-150828203_PASD1_+	PASD1	766	1904	2268	313
chrX:150832652-150832671_PASD1_+	PASD1	207	247	364	1986
chrX:150839577-150839596_PASD1_+	PASD1	1348	1103	810	1885
chr2:242079956-242079975_PASK_-	PASK	217	419	560	413
chr2:242079350-242079369_PASK_-	PASK	405	682	803	853
chr2:242078087-242078106_PASK_+	PASK	0	0	0	0
chr2:242077370-242077389_PASK_-	PASK	1499	1691	557	1723
chr11:125616199-125616218_PATE1_+	PATE1	750	847	683	387
chr11:125617677-125617696_PATE1_+	PATE1	347	817	692	831
chr11:125618509-125618528_PATE1_-	PATE1	1439	1457	862	1530
chr11:125618610-125618629_PATE1_-	PATE1	808	820	853	846
chr11:125647349-125647368_PATE2_-	PATE2	335	1178	704	131
chr11:125647350-125647369_PATE2_-	PATE2	874	1394	1095	1319
chr11:125647352-125647371_PATE2_+	PATE2	1219	1015	685	346
chr11:125647366-125647385_PATE2_-	PATE2	2	16	21	39
chr11:125659302-125659321_PATE3_+	PATE3	2254	2129	937	1566
chr11:125659315-125659334_PATE3_-	PATE3	521	539	1171	563
chr11:125659333-125659352_PATE3_-	PATE3	1166	1396	876	1500
chr11:125660418-125660437_PATE3_+	PATE3	875	1095	3062	2029
chr11:125703238-125703257_PATE4_+	PATE4	780	1228	900	721
chr11:125707784-125707803_PATE4_+	PATE4	296	484	725	1029
chr11:125707804-125707823_PATE4_+	PATE4	1765	2383	998	4172
chr11:125707858-125707877_PATE4_+	PATE4	1882	1549	1635	2682
chr11:59426358-59426377_PATL1_-	PATL1	562	860	517	1080
chr11:59425102-59425121_PATL1_-	PATL1	670	732	219	587
chr11:59424012-59424031_PATL1_+	PATL1	1315	1325	1113	1055
chr11:59423469-59423488_PATL1_+	PATL1	220	395	616	294
chr15:44967740-44967759_PATL2_-	PATL2	756	805	942	676
chr15:44965552-44965571_PATL2_+	PATL2	1349	1374	1065	1874
chr15:44964588-44964607_PATL2_-	PATL2	67	98	133	749
chr15:44964215-44964234_PATL2_+	PATL2	103	215	167	489
chr22:31740344-31740363_PATZ1_+	PATZ1	134	506	538	177
chr22:31731808-31731827_PATZ1_+	PATZ1	385	399	350	34
chr22:31724814-31724833_PATZ1_-	PATZ1	743	600	721	237
chr22:31722998-31723017_PATZ1_+	PATZ1	362	986	735	294
chr12:80083518-80083537_PAWR_+	PAWR	576	1148	759	590
chr12:80083801-80083820_PAWR_-	PAWR	2590	2022	1021	2611
chr12:80083815-80083834_PAWR_+	PAWR	388	443	788	1013
chr12:80084014-80084033_PAWR_-	PAWR	1007	767	569	524
chr20:21686345-21686364_PAX1_+	PAX1	533	1174	1095	2264
chr20:21687139-21687158_PAX1_-	PAX1	684	1270	690	2177
chr20:21689253-21689272_PAX1_-	PAX1	597	988	527	1306
chr20:21689925-21689944_PAX1_+	PAX1	549	978	790	989
chr10:102509563-102509582_PAX2_-	PAX2	611	1083	641	107
chr10:102510505-102510524_PAX2_+	PAX2	1965	1909	1206	985
chr10:102539276-102539295_PAX2_+	PAX2	381	406	160	21
chr10:102541101-102541120_PAX2_+	PAX2	831	647	605	1351
chr2:223163253-223163272_PAX3_+	PAX3	366	930	658	577
chr2:223161901-223161920_PAX3_+	PAX3	118	408	398	426
chr2:223160277-223160296_PAX3_-	PAX3	2320	1876	1397	1003
chr2:223158970-223158989_PAX3_-	PAX3	636	949	348	1152
chr7:127255561-127255580_PAX4_-	PAX4	1602	986	1380	1417
chr7:127254917-127254936_PAX4_+	PAX4	559	888	661	1226
